"location","source","target"
"gnowsys_ndf/ndf/templates/ndf/base_templates/Upload_File.html:78 gnowsys_ndf/ndf/templates/ndf/base_templates/buddy.html:45 gnowsys_ndf/ndf/templates/ndf/base_templates/buddy.html:81 gnowsys_ndf/ndf/templates/ndf/base_templates/event.html:58 gnowsys_ndf/ndf/templates/ndf/base_templates/event.html:64 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base.html:63 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:294 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:313 gnowsys_ndf/ndf/templates/ndf/base_templates/resource_view.html:37 gnowsys_ndf/ndf/templates/ndf/base_templates/shelf.html:14 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:19 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:23 gnowsys_ndf/ndf/templates/registration/user-icon-to-name.html:21 gnowsys_ndf/ndf/templates/registration/user-icon-to-name.html:52","Add",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Upload_File.html:127 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:125 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_create_edit.html:241 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:386 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:391 gnowsys_ndf/ndf/templates/ndf/base_templates/fetch_fields.html:137 gnowsys_ndf/ndf/templates/ndf/base_templates/location_widget.html:4 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:310 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:279 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:125 gnowsys_ndf/ndf/templates/ndf/base_templates/theme_create_edit.html:248 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:133 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:197","Add Location",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Upload_File.html:213","ctrl + click to select multiple values",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:9","Contribute File",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:12","You can contribute only Open Educational Resources",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:13","Resources copyrighted by others must be cited including OER",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:16","What constitutes OER",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:20","You can upload files of any format",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:24","All files get uploaded under the CC BY-SA licence (This license lets others remix, tweak, and build upon your work even for commercial purposes, as long as they credit you and license their new creations under the identical terms) unless you chose a different licence",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:27","Please visit",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:27 gnowsys_ndf/ndf/templates/ndf/base_templates/quiz_item_details.html:26","and",
"gnowsys_ndf/ndf/templates/ndf/base_templates/Uploader_Form.html:27","to learn more about licenses",
"gnowsys_ndf/ndf/templates/ndf/base_templates/User_Activity.html:9 gnowsys_ndf/ndf/templates/ndf/base_templates/gevent_base.html:85 gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:92","Activities",
"gnowsys_ndf/ndf/templates/ndf/base_templates/User_Activity.html:66 gnowsys_ndf/ndf/templates/ndf/base_templates/uDashboard.html:204","No Recent Activities",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:82 gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:172 gnowsys_ndf/ndf/templates/ndf/base_templates/admin_fields.html:57 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_list.html:30 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:335 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:337 gnowsys_ndf/ndf/templates/ndf/base_templates/data_review_tbody.html:12 gnowsys_ndf/ndf/templates/ndf/base_templates/fetch_fields.html:59 gnowsys_ndf/ndf/templates/ndf/base_templates/gevent_base.html:138 gnowsys_ndf/ndf/templates/ndf/base_templates/group_dashboard.html:118 gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:145 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:182 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:184 gnowsys_ndf/ndf/templates/ndf/base_templates/moderation_data_review.html:47 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:77 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:287","Yes",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:85 gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:173 gnowsys_ndf/ndf/templates/ndf/base_templates/admin_fields.html:58 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:341 gnowsys_ndf/ndf/templates/ndf/base_templates/data_review_tbody.html:13 gnowsys_ndf/ndf/templates/ndf/base_templates/fetch_fields.html:60 gnowsys_ndf/ndf/templates/ndf/base_templates/group_dashboard.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:188 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:190 gnowsys_ndf/ndf/templates/ndf/base_templates/moderation_data_review.html:48 gnowsys_ndf/ndf/templates/ndf/base_templates/page_list.html:134 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:290","No",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:110 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:112 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:118 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:122"," Edit",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:124 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:129 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:167 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:191 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:450","You are not authorized for this action",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:139 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:141 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:420 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:425","Publish",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:145","Moderation",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:147","Published",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:158 gnowsys_ndf/ndf/templates/ndf/base_templates/version_page.html:39","History",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:162 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:164 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:167 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:348 gnowsys_ndf/ndf/templates/ndf/base_templates/buddy.html:91 gnowsys_ndf/ndf/templates/ndf/base_templates/course_detail.html:77 gnowsys_ndf/ndf/templates/ndf/base_templates/course_pages.html:104 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_list.html:17 gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:88 gnowsys_ndf/ndf/templates/ndf/base_templates/discussion.html:270 gnowsys_ndf/ndf/templates/ndf/base_templates/forumdetails.html:123 gnowsys_ndf/ndf/templates/ndf/base_templates/gcourse_detail.html:149 gnowsys_ndf/ndf/templates/ndf/base_templates/gevent_base.html:64 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallery-discussion.html:109 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:118 gnowsys_ndf/ndf/templates/ndf/base_templates/list_themes.html:60 gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:138 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:69 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:71 gnowsys_ndf/ndf/templates/ndf/base_templates/note_page.html:76 gnowsys_ndf/ndf/templates/ndf/base_templates/nussd_course_create_edit.html:304 gnowsys_ndf/ndf/templates/ndf/base_templates/replytwistrep.html:174 gnowsys_ndf/ndf/templates/ndf/base_templates/thread_details.html:102 gnowsys_ndf/ndf/templates/ndf/base_templates/trainer_create_edit.html:526","Delete",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:179","Publish this resource in other group/s",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:179 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:191 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:49 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:4","Cross Publish",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:182 gnowsys_ndf/ndf/templates/ndf/base_templates/adminDashboard.html:59 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:455","Select Groups",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:186","Save selected group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:235","keyword or label to categorize",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:235 gnowsys_ndf/ndf/templates/ndf/base_templates/card.html:51 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:407 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_create_edit.html:295","Tags",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:249 gnowsys_ndf/ndf/templates/ndf/base_templates/course_about.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/ggallerymodal.html:114","No tags defined yet!",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:255","Click to see no. of view ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:255","Views",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:265","Rating defines popularity",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:266","Rating",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:277","Click to view the location",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:277 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:214 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:218 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:133 gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:107","Location",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:290","Graphs",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:300 gnowsys_ndf/ndf/templates/ndf/base_templates/adminDashboard.html:222 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:98","Collection Graph",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:304 gnowsys_ndf/ndf/templates/ndf/base_templates/adminDashboard.html:225 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:129 gnowsys_ndf/ndf/templates/ndf/base_templates/wikidata.html:101","Dependency Graph",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:314","Click to view help page",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:340","Create New",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:342","New Partner",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:344 gnowsys_ndf/ndf/templates/ndf/base_templates/group.html:51","New Group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:350","Delete Partner",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:352","Delete Group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:362 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:366 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:370 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:373 gnowsys_ndf/ndf/templates/ndf/base_templates/gnotebook.html:106 gnowsys_ndf/ndf/templates/ndf/base_templates/partner_list.html:37 gnowsys_ndf/ndf/templates/ndf/base_templates/task.html:64 gnowsys_ndf/ndf/templates/ndf/base_templates/task_create_edit.html:187","New",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:393","New Sub Partner",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:395","New SubGroup",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:397","New Program",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:423","Programs",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:429","Unsubscribe",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:440 gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:450","Join",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:447","Joined",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:447","You are already a member of this group",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:474 gnowsys_ndf/ndf/templates/ndf/base_templates/under_moderation.html:23","Moderate Resources",
"gnowsys_ndf/ndf/templates/ndf/base_templates/action_panel.html:480 gnowsys_ndf/ndf/templates/ndf/base_templates/program_event_group.html:18","Moderation Status",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:51 gnowsys_ndf/ndf/templates/ndf/base_templates/lms.html:64","e-Notes",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:56","Previous Lesson",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:61","PREV",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:65","OF",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:69","NEXT",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:74","Next Lesson",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:112","Student Help",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:115","Teacher's Help",
"gnowsys_ndf/ndf/templates/ndf/base_templates/activity_player.html:139","Rating: ",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:44 gnowsys_ndf/ndf/templates/ndf/base_templates/course_pages.html:36 gnowsys_ndf/ndf/templates/ndf/base_templates/file.html:221 gnowsys_ndf/ndf/templates/ndf/base_templates/group_detail.html:52 gnowsys_ndf/ndf/templates/ndf/base_templates/index_oer.html:83 gnowsys_ndf/ndf/templates/ndf/base_templates/list_themes.html:35 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:44","Actions",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:47 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/batch_detail.html:19 gnowsys_ndf/ndf/templates/ndf/base_templates/course_details.html:50 gnowsys_ndf/ndf/templates/ndf/base_templates/course_details.html:144 gnowsys_ndf/ndf/templates/ndf/base_templates/course_pages.html:40 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum.html:381 gnowsys_ndf/ndf/templates/ndf/base_templates/curriculum_list.html:18 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/custom_template_for_app.html:136 gnowsys_ndf/ndf/templates/ndf/base_templates/forumdetails.html:116 gnowsys_ndf/ndf/templates/ndf/base_templates/gcourse_detail.html:149 gnowsys_ndf/ndf/templates/ndf/base_templates/gevent_base.html:38 gnowsys_ndf/ndf/templates/ndf/base_templates/gin-line-texteditor.html:130 gnowsys_ndf/ndf/templates/ndf/base_templates/group_detail.html:56 gnowsys_ndf/ndf/templates/ndf/base_templates/in-line-texteditor.html:122 gnowsys_ndf/ndf/templates/ndf/base_templates/index_oer.html:87 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base_list.html:111 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_base_list.html:115 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:446 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_details.html:469 gnowsys_ndf/ndf/templates/ndf/base_templates/mis_list.html:263 gnowsys_ndf/ndf/templates/ndf/base_templates/module_detail.html:48 gnowsys_ndf/ndf/templates/ndf/base_templates/note_page.html:75 gnowsys_ndf/ndf/templates/ndf/base_templates/quiz.html:84 gnowsys_ndf/ndf/templates/ndf/base_templates/quiz_details.html:124 gnowsys_ndf/ndf/templates/ndf/base_templates/quiz_item_create_edit.html:5 gnowsys_ndf/ndf/templates/ndf/base_templates/task_details.html:58 gnowsys_ndf/ndf/templates/ndf/base_templates/theme.html:381 gnowsys_ndf/ndf/templates/ndf/base_templates/translate_detail.html:16 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:43","Edit",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:48 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:114 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:61","Metadata",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:54 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:58","Delete Asset",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:56","Delete Folder",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:70 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:73 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:76 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:79","Add File",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:86 gnowsys_ndf/ndf/templates/ndf/base_templates/file.html:262","Delete Files",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:119","Add a new",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:124 gnowsys_ndf/ndf/templates/ndf/base_templates/node_ajax_content.html:98","Resource",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:126","Folder",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:128","Asset",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:132 gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:218 gnowsys_ndf/ndf/templates/ndf/base_templates/drawer_widget.html:341 gnowsys_ndf/ndf/templates/ndf/base_templates/edit_forum.html:126 gnowsys_ndf/ndf/templates/ndf/base_templates/replyforum.html:103 gnowsys_ndf/ndf/templates/ndf/base_templates/task_create_edit.html:322 gnowsys_ndf/ndf/templates/ndf/base_templates/task_details.html:282 gnowsys_ndf/ndf/templates/ndf/base_templates/task_details.html:295 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:345 gnowsys_ndf/ndf/templates/ndf/base_templates/unit_structure.html:347 gnowsys_ndf/ndf/templates/ndf/base_templates/widget_cross_publish.html:21","Save",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:142","Resource Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:145","Folder Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:148","Asset Name:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:151","Display Name:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:167","Resource Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:170","Folder Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:173","Asset description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:203","Add tags:",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:212","Mark as Resource",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:230","Enter File Name",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:239","Enter File Description",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_asset.html:242 gnowsys_ndf/ndf/templates/ndf/base_templates/asset_content_detail.html:138 gnowsys_ndf/ndf/templates/ndf/base_templates/asset_content_detail.html:165 gnowsys_ndf/ndf/templates/ndf/base_templates/asset_content_detail.html:191 gnowsys_ndf/ndf/templates/ndf/base_templates/beta.html:25 gnowsys_ndf/ndf/templates/ndf/base_templates/fetch_fields.html:121 gnowsys_ndf/ndf/templates/ndf/base_templates/html_field_widget.html:226","Upload",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_editor.html:177","Add Internal Image",
"gnowsys_ndf/ndf/templates/ndf/base_templates/add_editor.html:177 gnowsys_ndf/ndf/templates/ndf/base_templates/add_editor.html:262 gnowsys_ndf/ndf/templates/ndf/base_templates/image_detail.html:4 gnowsys_ndf/ndf/templates/ndf/base_templates/node_edit_base.html:349 gnowsys_ndf/ndf/templates/ndf/base_templates/topic_create_edit.html:247","Image",
